Names,-1day(s),-2day(s),-3day(s),-4day(s),-5day(s),-6day(s),-7day(s),-8day(s),-9day(s),-10day(s),-11day(s),-12day(s),-13day(s),-14day(s),-15day(s),-16day(s),-17day(s),-18day(s),-19day(s),-20day(s),-21day(s),-22day(s),-23day(s),-24day(s),-25day(s),-26day(s),-27day(s),-28day(s),-29day(s)
Bitcoin,-1.0552053699261876,-2.2131225364234215,-1.166845431287064,-0.5302461501076375,0.1488363631230822,0.3829430018581173,-0.044142231906376346,0.12292678643666206,1.0765146946392739,0.8106695799200138,0.8367771368294024,-1.5535606092140688,-1.462259929201686,-1.3765782462643361,-1.4000299554220097,-1.6967782457696041,-1.391655625457475,-1.5652458086435352,-1.4922057587140538,-1.5960389509322386,-1.2341058030349192,-1.4064239405500656,-2.42664372603879,-3.1911232529475675,-3.1974338062074974,1.505182858496273,1.5849532054616713,1.7696802017027429,2.068015293530941
Ethereum,-1.0177637468783851,-3.2737821162169687,-3.836118104829479,0.4686976899899516,1.2434334184779912,4.935311454118585,4.705178687135522,5.631819781766978,6.429222818927956,6.332253492609835,6.499366286438526,2.288552368895159,2.8695950247294375,3.3148084394826047,3.6256906077348035,3.0512631837135142,2.8041499461681463,2.9553028817878855,2.403236813883205,2.25867692157912,3.1119619103715723,3.3046471600688463,1.4438864207069637,-0.02379592613745068,0.1764425369575606,7.33190271816881,5.119095276220972,6.780867178366291,10.85488126649076
XRP,1.4508376763902509,-6.540702286884442,-8.816930137684857,0.654588148255366,8.207853621531429,9.875852321980748,9.152904498730063,9.862591667727251,11.661039024760138,12.570628137935373,13.397989644722475,8.274546610554365,9.711886542726171,9.009597463900652,9.303747172810072,9.498575137182685,8.356093823719094,10.496149933018328,9.628766745348091,9.042123397313743,10.236074842902996,9.381834070675627,6.935328504881498,6.467794995459897,11.927138756494294,24.147131316237118,19.52597176266121,19.458382544170448,30.678359825646638
BitcoinCash,-5.224309315321274,-11.799108950992311,-13.379262064247193,-2.515802102172018,-2.813381413117211,13.89778028829054,17.837276249431824,28.373694263010208,28.747103060114444,29.030881899841194,30.378140192063597,23.428856443275592,24.430324777729524,24.087158681679345,23.667173977239155,23.046671940332235,22.99107647125268,21.736991569955947,21.563023333705466,21.674414446629708,23.4932516729046,24.174896790821784,21.308407050067945,18.866400296936742,18.511907353389343,23.948728456617246,21.411208492228077,22.83013333934976,25.720487714760747
EOS,-2.181818181818184,-4.77876106194691,-6.1082024432809865,-1.6453382084095038,-1.2844036697247758,1.3182674199623405,0.373134328358201,1.8939393939393872,3.4615384615384563,4.669260700389109,4.466019417475719,-0.9208103130755032,0,-0.18552875695732443,0.18621973929236102,0,-0.7380073800738014,0,-0.7380073800738014,0.18621973929236102,0.9380863039399591,0.5607476635514066,-0.5545286506469547,-1.1029411764705974,-1.6453382084095038,4.061895551257252,2.476190476190474,3.8610038610038644,5.905511811023619
Stellar,-0.19567025851127706,-0.4580902001417938,-3.7854485760327745,3.6559593394691876,5.754061861131113,8.415568547258022,9.092228616314605,14.62109488887393,14.35130285361411,13.527297605878461,14.924198473625744,9.735432922089911,11.707466340269278,9.200849532714273,8.443173234427912,7.478970390309553,5.502136531593822,5.4385812898940005,5.716436928066719,4.652267570910215,5.224971484807673,6.719509546798521,6.297342379254829,12.090640324943639,14.592311245241046,21.603281559311707,18.961873283366693,18.288957191527174,23.4281795041466
Litecoin,-0.8974603780790508,-4.22587193209079,-7.238605898123332,-3.0812324929971964,-3.1897034135422513,1.8246027074749847,1.1104617182933962,3.2424905510244586,4.975728155339808,5.402112103980496,5.7672712451599715,-0.07701193685021014,-0.05777007510109982,-0.38387715930902655,-0.6318207926479003,-1.1805026656511892,-1.218119527978684,-0.5747126436781691,-1.9274376417233618,-2.736131934032985,-2.1124104111656066,-1.1993146773272465,-3.2979318054779263,-4.013316071758834,-5.430029154518958,-0.5556620042153653,-2.8999064546305036,-3.0812324929971964,1.3078274448565328
Cardano,-2.964977187455069,-5.4988286820126335,-8.309862634647688,-2.52534538004937,-2.6289207519448055,3.8416877684354827,2.2608288328006223,4.738453723171575,6.484470267556124,6.573147443536691,6.603760035618373,1.4473935981193513,1.8371154954312117,0.6945857582787277,0.495538796896797,-0.12916941375923208,-0.6930414888350809,-2.0468222128378337,-2.172050663608921,-2.7730476015823453,-2.1243209030012147,-1.2058937056607844,-4.111978090119891,-2.09591895955893,-0.75412159542178,4.112605725667322,1.5348207323912808,1.3808834375939,4.632148747515466
Tether,0.05018439496627661,0.1572583486866676,0.20507737742698778,0.16673781887602016,0.6193941992984803,-0.4603610247010021,0.13397067541955993,0.3137982495059093,0.6790659452982634,-0.18451424793135587,-0.20333868681528688,-0.3626610366236553,0.17470599548684995,0.5095025303372759,0.6109481174484875,0.6291649302254072,0.6953708745882983,1.1010184980050783,1.1472749677697551,1.1181798499945659,0.7208579018985306,1.4246710533023172,2.4306417153594735,2.0181469145323017,1.4991766465538625,0.5317461119476237,0.686810128273387,0.0734331084737792,0.18186834987201597
Monero,-1.4202711426726977,-4.143126177024485,-5.3149083178315175,-3.9967666606790035,-4.391771019677994,0.01871432581640874,1.049347702779353,2.8975741239892234,2.94712510835019,4.232081911262802,5.320721253325457,1.8193941703181524,2.877767083734355,1.7806132165301893,0.5361173814898489,-0.056100981767183054,-1.4293618590925832,1.3559643466717304,1.703139866793536,2.996723838889959,3.056305437716932,3.8674570012632437,1.4521640091116184,-0.46559269950647175,-0.20539632153860413,5.926072738083445,4.650479733698845,6.136431337503731,6.48535564853557
