Bitcoin,Ethereum,XRP,BitcoinCash,EOS,Stellar,Litecoin,Cardano,Monero,Tether,TRON,Dash,IOTA,BinanceCoin,NEO,EthereumClassic,NEM,Tezos,Zcash,VeChain,BitcoinGold,Maker,OmiseGO,Dogecoin,X0x,Ontology,Qtum,Decred,Lisk,BasicAttenti...
0.24270899493907394,3.666973384766412,0,17.207605199824265,2.636534851312954,0,5.206120190514007,14.285714262100168,4.629823370773045,-1.0000000360274808,0,5.362124268307541,4.166666691650904,1.0493179031829887,4.06758448060075,2.8778844553687453,0,1.5267174536559731,2.50176447085854,0,9.534450568101626,3.5853633133057894,2.8213166522576794,NA,-2.4571147340351702,1.8072290716782153,0.7758994474673042,-0.4846394368354861,2.1975581660402113,0
-0.1620865521911773,0.6501674839111887,0,12.077028871898147,0.18867924162971725,9.091221017563598,0.4974438780198518,0,2.908562998849412,1.0101010468599947,0,0.5803398389772124,2.127659587497438,-0.6256517284395731,-0.18738288569643974,0.5954266120552961,0,-0.7575757065596348,0.5504337520275846,0,1.397280888655498,-1.0297319319596803,-2.7439024748140404,NA,-1.2082179737380605,-2.3529411898422765,-0.7621704884574776,-0.28785937138240497,-0.31773491072673843,11.538461538461538
-0.07529500915913033,0.05265497126369739,0,0.5862238359805398,0.37878787142581766,0,0.9381599649673871,0,0.0015643237020643915,0,0,0.23093022361871615,0,0.4188481996452937,2.1045918367346936,0.1130388818283392,0,0.7633587268279866,0.28188256154952496,0,0.1512860520633672,-0.20140843129165276,0,NA,1.2415119595103412,0.5917158359534487,0.7735265082167758,1.123267135832756,0.7301895846831691,4
0.9639070959255182,0.7746903922015941,2.222222224064608,0.3008720834684018,1.5384615296469633,0,1.7024689034201845,0,0.06525561969558057,0,0,1.2605823987395504,2.1739130570802656,2.0299145428298315,2.4836601307189543,0.8028527666243173,0,2.3437501004712056,1.5461463575707384,0,0.9545628056844212,5.955101690558125,0.923076935228067,NA,5.194403487366404,2.4242424348882037,1.840043827125168,1.2427789766196822,-0.33522775864236837,0
-0.25151708889507174,-0.07116152274265483,2.2727272746543554,0.23076472396898212,1.1673151954793282,-4.347775394528614,0.4306992800388179,0,1.2634685854830594,-3.7102174522084206,0,-0.8729233897474457,2.2222222364354773,-0.3194888626331321,0.591715976331361,-0.3097361601139192,0,0,-0.2854302528819448,0,1.1587485911276796,-4.4244947176528475,2.201257891249858,NA,0.008366465136951204,0.6097562484249993,1.3325379481404838,-0.26078855027512127,0.03094213996901181,0
0.03699641890935091,0.17676784125219439,0,1.054716421239022,-0.19417477492184332,4.548450387000084,0.37040725612680975,0,1.060911933989158,-5.19097132944725,0,2.0614720088545293,0,-0.10638296652345748,-1.2337662337662338,-0.7481412472909431,0,0,-0.6321903423057007,0,-1.8574678480268634,-1.3560824149945523,2.250803655051229,NA,0.030266929093754016,-0.6060607551015161,-1.0499454185973656,-0.08379150506353361,0.7610937786725873,8.695652173913043
-2.360089976208223,-3.9347960915621267,-4.347826090482827,-5.319981410277661,-5.156537754233295,-4.255689482029315,-5.502077744724973,0,-3.308806282195299,0,0,-4.057323076220375,-6.250000037476357,-2.792140637315495,-4.938271604938271,-5.493199188812395,0,-5.185185203249604,-5.227780033817702,0,-2.4768946022869995,1.688280300383021,-4.012345511920034,NA,-6.097703698138942,-6.7796610447028005,-6.401437841960189,-9.821301533507935,-4.166155863610815,-8
0.10269585582328904,0.5879085058226311,0,0.821424642000573,0.9293680321415408,0,0.0448943003295495,0,1.0551331068629937,1.0101010439977722,0,2.223858678716859,0,0.20725386220154107,0.997506234413965,0.023126857251865765,0,0,3.3647166221738924,0,0,-0.29714115922110323,0.9345794517081994,NA,3.8091511434651095,3.5087719446922816,1.2496540638756277,3.6909207446073595,1.8108338564018687,4.166666666666666
0.0967636730524247,0.45258908690086525,0,-0.2656308076812183,-0.18552875334904703,0,-0.3017133574405155,0,-1.050281117378893,0,0,-1.3509446564661183,-2.0408163385180518,-0.5154639370270166,-1.0487353485502777,-0.28812798872032974,-10,-1.4598540365245916,-1.3512375219125157,0,0.8199776504573468,-1.4421174293307506,-2.727272762629878,NA,-2.40407748129072,-2.285714295178166,0.0026610478652201674,-1.7060969405447268,-4.065865352547,-7.6923076923076925
-0.013546006900815068,0.3208917357278633,0,-0.3293069856710935,0.3724394713143125,-4.166666657478346,-0.22797725180754477,0,-1.2070476625086972,0,0,0.16412526443788017,0,0.1031992414991377,-1.8765133171912836,0.023088249781837725,0,1.481481504062006,-2.9121522431605404,0,-0.8818658853173806,-3.9837668492265,0,NA,-3.6242646571658086,0,-1.4715132306899217,0.3632484160852564,0.37355459930237167,-3.7037037037037033
-0.29096889268214254,-0.5347404496933857,0.5197296607534266,-0.4906855007538473,-0.18587360232624786,0,-0.5097034307693721,0,-0.5725498792141734,-4.934806918785527,0,-0.7848803414086941,0,-0.6153846233465846,-1.2552301255230125,-0.8003108812620393,0,0.7462686062950475,-0.7625162296455793,0,-1.3021669642204752,-4.063926287998733,-3.5087719737171974,NA,-1.1932732032910536,-2.2346368805540195,-1.6881697846585422,-8.927071681179918,-2.6365040570037417,0
